,NPS
1950,0
23652,0
70517,0
42504,1
19869,0
69323,0
27414,0
77646,0
62381,0
87152,1
56627,0
41947,0
16373,1
10761,0
34348,0
75469,0
1622,0
2369,0
29735,0
16424,1
9295,1
82102,0
63545,0
11728,0
51922,0
50419,0
75755,0
35107,0
48805,0
61105,0
35941,0
79054,1
53634,0
43688,0
87491,0
56580,0
66810,0
81579,0
62610,0
2009,1
67995,0
18245,0
22403,1
9689,0
50195,0
22003,1
79498,0
55273,0
86466,1
55310,0
37412,1
59500,0
63555,0
52015,0
83361,0
60480,0
67752,1
66480,0
81452,0
11131,0
29502,0
52200,0
75703,0
76705,0
62690,0
14180,0
56325,0
66936,0
13298,1
9917,0
15575,0
60780,0
39049,0
32973,0
31424,0
32824,0
61764,0
75608,0
33651,1
44085,0
34384,0
70021,0
68269,0
51918,0
72860,0
45453,0
87365,1
56172,0
68823,0
5677,0
48211,0
3271,0
32869,0
29071,0
85100,0
55084,1
15911,0
22222,0
21064,1
85617,0
47459,0
85348,0
36545,0
49285,0
68124,0
47978,0
19292,0
71753,0
29718,0
38473,1
60872,0
57991,0
71081,0
2151,0
6356,0
41278,0
19948,0
22010,0
49449,0
49861,0
11487,0
59717,0
61580,1
15843,0
21231,1
78801,1
28848,1
13107,0
86129,0
57110,0
3947,0
10362,1
57290,0
46256,0
73637,0
36851,1
39661,0
52977,0
68337,0
72224,0
78881,0
87787,1
85654,0
66036,0
35371,0
26937,0
44600,0
64544,0
67398,0
61682,0
17987,1
12274,1
56764,1
80286,0
9709,0
86050,0
73168,0
7600,0
79288,0
19281,1
44673,0
41573,0
50463,0
56368,0
3039,0
87140,0
7581,0
6424,0
28128,0
46719,0
19628,0
47680,0
48274,1
62969,0
20487,0
14999,0
73776,0
58208,0
17197,0
81980,0
67074,0
25238,0
56194,0
48267,0
47801,0
58611,0
72867,0
30504,0
49488,0
73698,1
29276,0
58506,0
79680,0
73031,0
7382,0
57954,0
15103,0
29052,0
30401,0
74217,0
33463,1
25730,1
35662,0
47571,0
37753,1
27081,0
66759,0
17721,0
85689,0
87952,1
57151,0
79414,0
77291,0
57023,1
7864,0
24962,0
77572,0
84940,0
72188,0
33767,0
36308,0
46540,0
72856,0
75394,0
52907,0
56514,0
70591,0
46286,0
81682,0
20423,1
69174,0
67688,0
17941,0
77112,0
34445,0
84601,0
53414,0
68343,0
75334,0
35799,0
23254,0
14144,0
33328,0
5804,0
32536,0
52841,0
59064,0
73075,0
5696,0
10806,0
61524,0
10229,0
33579,1
15587,0
48461,0
65364,0
71326,0
10155,0
77162,0
72404,0
36221,0
65613,0
88090,0
45584,0
55374,0
25694,0
41402,0
58334,0
44143,0
42021,0
77997,0
422,0
61856,0
60810,0
40716,1
81806,1
20224,1
28342,0
52479,0
30800,0
54023,0
66841,0
11559,0
28786,1
32709,0
70549,0
49536,0
86363,1
12979,0
54456,1
57192,1
38074,0
913,0
17071,0
55554,0
72894,0
11154,0
1412,0
68071,0
39131,0
22608,0
84992,0
72727,0
55402,0
65828,0
40022,0
51963,0
73221,1
22614,0
63789,0
67892,0
5020,0
4370,1
42351,0
78357,0
78381,1
4629,0
79713,0
64167,0
19908,0
3594,0
70721,0
52075,0
18115,1
87714,0
30497,0
35889,1
48787,0
79452,0
3482,0
13407,0
80569,0
13201,0
812,0
72088,0
30860,0
56003,0
53505,1
12663,0
3625,0
87680,0
17797,0
68392,0
28356,0
68030,0
11593,0
67376,0
3667,1
10059,1
60047,1
39298,1
26244,0
62348,0
12915,0
39093,0
6553,0
4844,0
87912,1
57264,0
57281,0
14923,0
69245,0
85610,0
38378,0
76112,0
25400,1
76187,0
29641,0
81332,0
63826,0
75099,0
62745,0
61259,0
56825,0
15150,0
21099,0
15205,0
81000,0
79248,0
37587,1
48622,0
66299,0
43167,0
11085,0
52271,0
10925,0
40439,0
79915,0
24784,0
66253,1
34141,0
19556,1
26140,0
46371,0
70354,1
88153,1
81896,0
64591,0
51856,0
39746,1
20631,0
41510,0
11709,0
32807,0
86426,0
67813,0
25443,0
3491,0
63837,0
76984,1
41635,0
39340,0
64193,0
31197,1
12731,0
33011,0
77074,0
72204,0
23615,0
2674,1
69306,0
52744,0
20635,0
82984,0
43879,0
13518,0
25724,1
26023,0
17189,0
61539,0
413,0
79253,0
73696,0
21811,0
73256,0
21440,0
7623,0
45843,0
54130,0
65811,0
1785,0
29462,0
15375,0
83763,0
12482,0
4513,0
63008,0
60650,1
40226,0
73150,1
4994,0
13802,0
35629,0
47974,1
43809,0
88073,1
58253,0
76240,0
78526,0
76315,0
65496,0
39955,0
23200,0
84709,1
67857,0
23279,0
10424,0
57221,0
59566,1
5382,1
14091,0
41533,0
18635,0
19462,0
68699,0
20733,1
10611,0
60808,0
21652,1
30207,0
30753,0
43898,0
35945,0
78644,0
47296,1
1327,0
70031,0
56834,0
63521,1
25386,0
31285,1
36621,1
1693,0
18435,0
25453,0
70221,0
34246,1
5315,0
49676,0
46796,0
51450,0
56,0
26168,0
22790,1
17025,1
32963,0
31828,0
42476,0
74266,0
30095,0
8074,0
58277,0
39968,0
56270,0
6114,0
24384,0
39784,0
20673,0
68809,0
66233,0
10519,1
79209,0
69052,0
18607,1
69040,0
35448,0
30790,0
38772,0
51968,0
88594,1
61205,1
48136,0
69126,0
67458,0
6427,0
63055,0
57427,0
63191,0
18141,0
49783,0
42926,0
14652,0
2626,0
19166,0
59326,0
56878,0
83467,1
71711,0
58875,0
647,0
61323,0
70766,0
83093,0
48515,0
63638,0
53949,1
3877,0
62399,0
57958,0
43201,0
51176,0
83531,0
17847,0
39521,0
27378,0
12807,0
71660,0
54264,0
2940,0
35331,0
2867,0
26166,0
76801,1
7388,0
63147,0
6404,0
19738,0
2209,0
1165,0
66500,0
2911,0
27710,1
51007,0
42348,0
37370,0
4233,0
18263,0
67710,0
50638,1
32358,0
71472,1
44592,1
55192,0
30296,1
32482,0
82995,0
39397,0
87602,0
36045,1
55617,0
13974,1
63501,0
75468,0
82922,0
70608,0
83681,0
64238,0
35043,0
30194,0
75339,0
40164,0
23750,0
17181,0
49368,1
64533,1
75448,0
37873,0
2664,0
35497,1
72915,0
69091,0
22061,0
82,0
24221,1
3889,0
11152,1
26352,0
44765,0
53065,0
13454,0
7401,0
50714,0
45665,0
61222,0
86160,0
58161,0
43252,1
49782,0
14069,0
50181,0
14141,0
24415,0
56266,1
58331,0
83900,0
72153,0
50372,0
15419,1
39636,1
40967,0
75895,0
80860,0
8799,0
9024,0
62081,0
10073,0
77701,0
21271,0
52541,0
87389,0
1081,0
39847,0
4520,0
47456,0
51130,1
66987,0
25962,0
11443,0
85733,0
68235,0
59521,0
26421,0
46447,0
85492,0
46755,0
35288,0
37847,1
6291,0
5151,0
38802,0
71320,0
82975,1
64645,0
49633,0
5639,0
11824,0
32958,0
68744,0
71430,0
86051,0
28482,1
71962,0
49381,0
36147,0
13714,0
30632,0
54286,0
62374,0
29743,0
51268,0
76581,1
80853,1
38527,0
51336,0
40656,0
83441,0
21509,1
54541,0
1867,0
64116,0
29216,0
50260,0
20360,0
20822,0
63646,0
40011,0
45720,0
63822,0
49585,0
32928,1
57588,0
14953,0
10554,0
84559,0
10521,1
70708,0
446,0
61959,0
56632,0
42330,0
3967,0
21340,1
49679,0
21998,0
31841,0
85562,0
66024,0
72760,0
17363,1
35755,0
48938,0
71178,0
48758,0
40666,0
3371,0
26811,0
12176,0
59327,0
34695,0
78263,0
24670,0
84988,0
17461,1
7608,0
7298,0
16271,0
23042,0
1346,0
14565,1
78998,0
33843,0
69135,0
69984,0
62176,0
85495,0
88081,1
51446,0
19006,0
6722,0
69298,1
71144,0
6968,1
37823,0
4571,0
68016,0
15794,0
22294,0
13686,0
29083,0
72379,0
79908,1
9568,0
35485,0
82963,0
74149,0
60113,0
2252,0
15432,0
8021,0
37242,0
4140,0
70830,0
35221,1
82883,0
83267,0
73844,0
18699,0
48685,1
74431,0
42178,0
34077,0
85410,1
51463,1
73568,0
86289,1
23949,0
56921,1
8096,0
61073,1
81988,1
39980,0
39790,0
36964,1
52833,0
2148,0
68868,0
17659,0
21204,1
57694,0
18184,0
39511,0
18261,0
83414,0
43208,0
19348,0
17576,0
40134,0
76403,0
71850,0
12581,0
47182,0
79862,0
77307,0
6782,1
61418,1
80010,0
54040,0
39075,0
12378,0
56038,0
43234,0
32300,0
59477,0
37955,0
25478,0
29492,0
13206,0
53307,0
6938,0
24192,1
10632,0
82397,1
72135,0
52836,0
67456,0
37071,0
82416,0
2994,1
52763,0
8856,0
44863,1
68529,0
51645,0
919,0
18976,0
15013,0
29070,0
36038,0
53308,0
63363,0
8416,0
35562,0
67881,0
35213,0
31646,0
24771,1
86056,0
76772,0
69543,1
42610,0
27839,0
59024,0
19707,0
73140,0
77650,0
50948,0
12128,1
39194,0
88152,1
59529,0
12692,0
53712,0
72975,0
53897,0
78843,0
75994,0
52694,0
84229,0
8251,1
8072,0
44170,0
42749,0
15131,0
37495,1
85758,0
14454,0
17453,0
3978,1
37736,0
61839,0
26269,0
39945,0
21641,0
37998,1
15040,0
88357,0
57106,0
63159,0
84152,0
8847,0
59973,0
39798,0
1169,0
71586,0
27917,0
44014,1
36176,0
72916,1
30180,0
29811,1
83338,0
85937,0
12737,1
14586,0
6319,0
47309,1
25162,0
68621,0
37067,1
84875,0
85990,1
40560,0
11958,0
5884,0
76425,1
35608,0
34185,0
62680,0
16918,0
67440,1
8326,0
14408,0
88699,0
58882,0
72461,0
18136,0
2232,0
37042,0
59456,0
85267,0
65423,0
86465,0
83429,0
67624,0
31875,0
22136,0
48333,0
51108,0
46862,0
36157,0
69496,0
46121,0
18748,0
37014,0
3043,0
11962,1
78770,0
74105,0
27357,0
12079,0
12034,0
53555,0
51797,0
33753,0
19467,0
25948,0
53910,0
1157,0
74712,0
56490,0
48104,0
83427,0
76812,1
54029,1
1938,0
50503,0
42417,0
87946,1
61541,0
18232,1
20114,0
43971,0
70547,0
53706,0
26902,0
36031,0
26751,0
11881,0
18991,0
24507,0
55398,1
3268,0
58830,0
79500,0
70769,0
35163,1
41543,0
38115,0
48704,0
27084,0
49795,0
3434,0
10826,0
48828,0
58727,0
24225,1
52732,0
27075,0
34707,0
75871,0
59796,0
77833,0
13521,0
38623,0
44539,0
31649,1
8051,1
68249,0
39130,0
11297,0
56272,0
30524,0
85775,0
39937,0
9520,0
72887,0
13909,0
48520,0
23556,0
77201,0
73225,0
57971,0
19909,1
65509,0
78809,0
56788,0
23838,0
21764,0
25305,0
3224,1
74553,0
47453,0
63716,0
28374,0
88629,0
77351,0
60843,0
64988,0
7828,0
15405,0
64090,1
19461,1
23362,1
17023,0
1307,0
75057,0
15186,0
28377,0
68038,0
37512,0
57917,1
78896,1
61988,0
86706,1
71559,0
2015,1
42061,1
57053,0
39431,0
34900,0
77356,0
36855,0
15511,0
49808,0
49110,0
19893,0
3499,0
7050,1
2280,1
59380,0
44416,0
20332,0
20736,0
9817,0
61307,0
28562,0
56837,0
7629,1
73954,0
54239,0
46082,0
14468,1
80605,0
86361,0
54626,0
86836,0
30526,0
85369,0
22946,0
42987,0
82208,0
67945,0
9335,0
72899,0
63871,1
17216,0
9000,0
35869,0
2639,0
23355,0
38202,0
26490,0
2405,1
19598,0
46925,0
73991,0
20810,0
17967,0
70373,0
28869,0
28048,0
66453,0
5953,1
19930,1
59220,0
31653,0
20667,0
23094,0
48604,0
77912,1
40771,0
32454,0
34648,1
28592,0
52515,0
27155,0
20858,0
55952,0
81448,0
8124,0
82222,0
58686,0
84286,0
29720,0
58248,0
76645,0
20799,1
37666,0
20011,0
35742,0
15444,0
39695,0
30323,0
51870,0
63448,0
20252,0
67467,1
27827,1
84523,1
6031,1
7235,0
11351,0
15430,0
9936,0
68708,0
5660,0
65045,0
28634,0
83412,0
23647,0
46391,0
55865,0
58484,0
39990,0
88116,1
4978,0
12596,0
63888,0
72703,1
80524,0
78224,0
8104,1
26905,1
42774,1
57651,0
399,0
45429,0
60308,0
1041,0
84312,0
59073,0
71534,0
2263,0
26025,0
13217,0
52418,0
53681,0
37824,0
43882,0
63588,0
61873,1
51885,0
66645,0
15200,0
33592,0
7797,0
58637,0
76393,0
50210,0
55727,0
9731,0
56457,0
71232,0
33724,1
10376,0
19540,0
63229,1
60212,0
28687,1
84381,0
24199,0
2951,1
22783,0
69940,0
14948,0
62987,0
52880,1
78367,0
53693,0
63493,0
18663,0
45622,1
41707,0
11719,0
69805,0
61797,0
18906,0
1970,0
59493,0
70874,0
67850,1
38255,0
61149,0
28536,0
28661,0
27691,0
36928,0
68664,0
79892,0
55214,0
39925,0
58983,0
27982,0
32058,0
62040,0
7464,0
82788,0
84079,0
24196,0
2290,0
47169,0
28483,0
28030,0
63644,0
19106,0
67794,0
22256,0
34897,0
8539,0
38747,0
961,0
25349,0
10821,0
17806,1
77817,0
17318,0
17891,0
88653,0
34730,0
22962,0
23181,0
46601,0
35137,0
16689,0
42555,0
14730,0
65689,0
83401,0
51946,0
38160,1
3493,0
15742,1
36332,0
61618,1
25262,1
18314,1
44978,0
51547,0
81588,0
24051,0
34402,0
30991,0
82436,0
48807,0
7740,0
5675,0
1151,0
50613,0
59776,0
86507,0
42780,1
47278,1
33449,0
44426,0
76464,0
18778,1
60568,0
16418,0
85128,0
18521,0
53521,1
63860,0
78690,0
79135,0
51434,0
27838,0
23438,0
57969,0
15523,0
32927,0
54337,0
63617,1
80911,1
37293,0
50594,0
65363,0
85942,0
53181,1
75513,0
48064,0
52579,0
50868,0
76213,0
62008,1
16617,0
26069,0
43799,0
47002,0
10496,0
8900,0
26238,1
41949,0
10509,0
53346,0
64740,0
78743,0
13113,1
21243,0
72944,0
47346,0
75811,1
1344,0
36257,0
56838,0
67741,0
5263,0
31433,0
48598,0
32891,0
44624,1
85532,0
21477,0
23110,0
66456,0
68650,0
62452,0
10842,0
75178,0
69825,0
82274,1
47930,1
43061,0
48299,0
63295,0
73074,0
39807,0
49620,1
56417,0
10436,0
54839,1
22392,0
3070,0
57608,0
15534,0
49708,0
86333,0
13805,0
18101,1
83761,1
88010,0
39596,1
29957,0
13308,0
44800,0
52886,0
42912,0
36198,0
82132,0
63370,0
16032,1
31805,0
39362,0
15633,1
82977,0
45875,0
14515,1
16272,0
71951,0
80990,0
7413,0
40690,0
70252,1
44525,0
12414,0
34701,0
47463,0
16944,0
45749,0
41956,0
69430,0
26973,1
82449,0
56739,0
57637,1
22938,0
44791,0
470,0
22363,0
70526,0
80589,1
46751,1
82988,0
31410,0
24010,0
19128,0
2453,0
33732,0
8281,0
42630,0
59837,0
30703,0
3939,0
64887,0
44997,0
10771,0
65006,0
29724,0
79523,0
57993,0
60540,0
1862,1
30154,0
84948,0
75444,1
1139,0
39057,0
44226,1
73788,0
41745,0
33356,0
78559,0
41691,0
70950,0
35557,0
87922,1
15775,1
50693,0
84894,0
9858,0
32212,1
60453,0
86005,0
4955,0
35967,0
50434,0
19424,0
13907,0
87775,1
17561,0
75643,0
33022,0
13992,0
3044,0
36711,1
52406,0
63943,0
81302,0
39338,0
11454,0
60088,1
32284,0
15100,0
21132,0
66675,0
13653,0
131,0
68121,1
68029,0
54712,1
32015,1
87742,0
45215,1
16315,1
25416,1
74027,0
82194,0
16062,1
230,0
23589,0
7011,0
5347,0
46034,0
69571,1
58195,0
65201,0
63392,0
50403,0
4097,0
66727,1
9958,0
63449,1
8362,0
66412,0
7718,0
31548,0
79159,0
70277,1
79502,0
35984,0
8037,0
60905,0
35403,1
51095,0
45829,0
37884,0
45992,0
74925,0
37902,0
58441,0
63196,0
34313,0
21154,0
85553,0
84815,0
64410,0
71075,0
64137,0
66685,0
75950,0
17619,0
80034,0
33949,0
61443,0
61508,0
49497,1
19287,0
65578,0
46632,1
43154,0
16364,0
13915,0
64258,0
79602,1
3394,0
28917,0
25842,0
66433,0
39439,0
43261,0
37458,0
47792,0
15887,0
69709,0
20153,0
76769,0
18667,0
3711,1
43375,0
2053,1
72583,0
2392,0
66646,1
81823,0
85009,0
26294,1
53142,0
64125,0
76513,0
18271,0
21411,0
44108,0
76904,0
5797,0
47411,0
28602,0
87103,1
84468,0
76912,1
84700,0
21756,1
48353,0
40877,1
62998,0
60597,0
22841,0
63697,0
74825,0
74372,0
82521,0
6061,0
62595,1
67392,1
66924,1
57253,0
54594,0
18716,1
62188,0
83897,0
73057,0
85030,0
84978,0
35007,0
4727,0
80077,0
29885,0
42993,1
35290,0
15206,1
3776,0
79314,0
67700,0
69534,0
70415,0
2297,0
49737,0
50077,0
30558,0
63524,0
50531,0
38036,0
57554,0
34416,0
26271,0
17021,0
36204,0
9264,0
81177,0
84014,0
47816,0
71537,0
87889,0
70108,0
62865,0
77713,0
54159,0
8936,1
23446,1
20062,0
83700,0
78467,0
32483,0
57522,0
69275,0
56950,0
88229,0
27806,0
78298,0
79941,0
50642,0
84605,0
61007,0
56685,0
81427,0
76877,0
78771,0
45306,0
9045,0
25079,0
79998,1
70961,0
55197,0
76774,0
72351,1
34852,0
86870,0
63905,0
5692,1
14947,0
60731,0
68192,0
56380,1
31849,0
14943,0
55363,0
73480,0
12623,0
37389,0
645,0
48669,0
45232,0
70759,0
64451,0
77555,0
72218,0
5498,0
32647,0
5649,0
64087,0
50833,0
23993,0
80584,0
79062,0
22101,0
84120,0
66746,0
21608,0
16912,0
64770,0
20873,0
69317,0
5562,1
50430,0
66918,0
12233,0
10173,0
18514,0
70785,0
44272,1
59913,0
41286,0
2202,0
269,0
2293,0
65899,1
286,0
42435,0
56066,0
86385,0
43979,0
11522,1
44466,0
53433,0
24607,0
51494,0
79689,0
80036,0
13103,0
6022,0
35596,0
88533,0
33063,0
14296,0
32066,0
79413,1
12215,1
25521,1
87296,0
31935,0
59484,1
29171,0
76350,0
75161,0
425,0
53419,1
79469,0
59518,0
54850,1
50944,1
28273,1
26916,0
80370,0
9538,0
27182,0
1576,0
76578,0
48620,0
4254,1
16519,0
78449,0
10204,0
14167,0
22998,0
52090,0
39617,1
11455,0
79035,0
34659,0
56648,0
2333,0
86627,0
74794,0
23223,0
9008,0
63691,0
75498,0
74996,0
44243,0
10743,0
8196,0
26880,0
59631,1
20601,0
29840,0
58088,0
60208,0
3113,0
77205,0
66276,1
76711,1
20641,0
27354,0
74514,0
72041,0
68494,0
11744,0
56840,0
76322,1
8119,1
23384,0
84049,1
78466,0
54854,0
73811,0
85499,0
53979,0
1748,0
43077,0
49942,0
42575,0
16251,0
79954,1
16243,0
44505,0
9197,0
36155,0
84220,0
21214,1
20816,0
71498,0
56283,0
85025,0
35462,0
22885,0
35440,1
46114,1
8983,1
66282,0
57776,0
59297,0
79139,0
15542,0
29521,1
41844,0
21287,0
25816,0
11891,0
457,0
41538,0
69504,0
63461,0
78275,1
58548,0
57962,0
19049,1
7300,0
4950,0
2201,0
18399,0
73080,0
49904,0
53145,0
65092,0
17367,0
61630,0
41547,0
3596,0
74444,0
62724,0
15329,0
73699,0
30176,0
64969,0
35493,0
41294,1
38132,1
54486,0
78094,0
49082,0
18443,0
56398,0
62985,0
87002,0
33315,0
19504,0
81815,0
7693,0
3185,0
67502,0
87054,0
22493,1
84762,0
73943,0
26299,0
10275,0
66002,0
65567,0
31266,0
22242,0
47214,0
51750,0
20839,1
4701,0
65637,0
17563,0
36992,0
70093,0
53450,0
13432,0
306,0
66116,0
84157,0
40449,0
71240,0
50421,0
65466,0
28622,0
7213,0
60758,0
2230,0
51506,0
79711,0
12443,0
34088,0
17834,0
18762,1
86415,0
14911,0
76349,1
59497,0
80210,0
60407,0
2510,0
53356,0
27061,0
43846,0
43354,1
66559,0
28396,0
55564,0
62236,0
64885,0
62568,0
7191,0
20130,0
41623,0
51110,0
83541,0
81601,0
73363,0
78332,1
67146,0
69063,0
5942,1
13601,1
38995,0
35607,0
1765,0
86985,0
47522,1
26107,0
79507,0
48791,0
56985,0
11099,0
3588,0
37935,0
5886,0
51218,0
69369,0
4837,0
73085,0
5380,0
34146,0
42237,0
61168,0
56991,0
50142,0
58072,0
1142,0
86651,0
69971,1
73603,0
6542,0
45361,1
79457,0
87850,1
40374,0
52469,0
38224,1
45265,0
77358,0
60751,0
37236,0
85116,0
22224,0
75236,0
50155,1
55610,1
1715,0
37112,0
58616,1
7054,0
67737,0
72452,0
29154,0
85556,0
40896,0
34858,0
31907,0
11292,0
35170,0
24527,0
11206,0
69725,0
33224,0
26469,0
71132,0
15219,1
100,0
9337,0
75343,0
9547,0
55361,1
71066,0
48410,0
37281,0
20861,0
59167,1
77016,0
40099,0
8500,0
70629,0
51606,0
57088,0
63526,0
35218,1
52379,1
47422,0
87578,0
311,0
4086,0
47904,0
46274,0
69866,1
3263,0
64255,1
13053,0
85564,0
71437,0
63937,0
41102,0
49834,0
40806,0
38331,0
42834,0
36384,0
57739,0
43158,0
33964,0
28524,0
52265,1
4731,0
24761,0
46988,0
42272,0
87928,0
37795,0
41651,0
14424,1
28990,0
35985,0
16144,0
156,0
30222,0
62410,0
65664,0
26213,0
78504,0
51236,0
16286,0
8795,1
60005,1
8377,0
12565,0
66447,0
52146,1
31576,0
3705,0
47731,1
88513,0
27080,0
42307,0
4472,0
1962,0
70595,0
88123,0
25810,0
6198,0
40105,0
54413,0
41662,0
40139,0
15792,0
22209,0
1393,0
3906,0
28410,0
44055,1
27540,0
16789,0
68859,0
11810,1
64664,0
6400,0
84594,0
75611,0
62157,0
20513,0
61835,0
52767,0
82890,0
6499,0
46926,0
88372,1
63855,0
32631,0
61858,1
39738,1
7475,0
87696,0
52963,0
19789,1
41075,1
37386,0
83685,0
39732,0
47410,0
2844,0
80639,0
38777,0
29972,0
5344,0
73384,0
26506,1
32217,0
5352,1
81239,0
46686,0
24961,0
31244,0
22057,0
39587,0
84947,0
47351,0
44251,0
50549,0
69204,0
53404,0
32556,0
8583,0
37381,0
26997,0
1442,0
65893,0
61482,0
11340,1
38170,1
33083,0
25449,0
1607,0
3462,0
87486,0
53724,0
73222,1
85402,0
12381,0
4884,0
48296,0
12432,0
27768,0
13968,0
39060,0
47969,0
72441,0
85395,0
66956,0
1470,0
62436,0
54684,0
67628,0
86542,0
81650,0
43892,0
70054,0
52351,1
56131,0
23413,0
27788,0
5840,1
36299,0
58481,0
46885,0
3826,0
78787,0
49833,0
84824,0
37545,0
64129,0
34234,1
10836,0
49516,0
12275,0
39090,0
76511,0
69868,1
26942,1
70005,1
5210,0
8564,0
53775,0
9280,1
4723,0
55901,0
27432,0
68444,0
76099,0
31293,0
68810,0
11204,0
62444,0
87011,0
63522,0
50180,0
13127,0
75124,0
64284,0
19313,0
53784,0
35810,0
39620,0
64067,0
63470,0
81872,1
3036,0
75412,1
1150,0
63353,0
26986,0
20907,1
9394,0
4983,0
27023,0
2681,0
44262,0
29680,0
87512,0
56408,0
60508,1
62030,0
41850,0
4659,0
60894,1
76776,1
1626,0
83052,0
81148,0
83686,0
27652,0
37006,0
30193,0
70875,0
23006,1
28932,1
72330,0
26535,0
53198,0
19968,0
7992,0
16415,0
26088,0
85849,0
55562,0
61256,0
81027,0
50338,0
78239,0
59083,0
48943,0
17424,0
73174,1
41978,0
48292,0
11474,0
63969,0
5659,0
5796,0
41033,1
68126,0
36025,0
53847,0
7755,0
42579,1
54740,1
70348,0
67271,0
21616,0
53845,0
84329,0
7786,0
69226,0
45763,0
57392,0
6922,0
9787,1
60356,0
4607,0
31884,0
24287,1
47558,0
81551,0
10662,1
51988,0
75347,0
35330,0
42994,0
80345,0
18125,1
35295,0
37920,0
52194,0
6213,0
72679,0
32871,0
83843,0
63700,0
86496,0
88061,1
48063,1
14490,0
67844,0
6050,0
50273,0
55191,0
1438,0
37990,0
64324,0
37671,0
12293,0
48748,0
51534,1
31260,0
54923,1
86917,1
45273,1
19285,0
79842,0
20006,0
44873,0
447,0
32348,0
70690,0
75062,0
26612,0
63611,0
3528,0
43320,0
82597,0
6958,0
6943,0
45340,1
34647,0
85574,0
77801,0
3182,0
45754,0
27499,0
41001,0
27455,0
36528,0
28796,1
26941,0
16036,0
81909,0
58849,1
53675,0
9123,0
15148,0
63111,0
17840,0
16056,0
81904,0
77261,0
60657,0
71177,0
45249,0
4134,0
26933,0
58476,0
78248,0
72837,0
75956,0
6371,0
15360,0
37320,0
23323,0
51788,0
73430,0
6311,0
45348,0
338,0
53841,1
52950,0
53658,1
7984,0
26501,0
59288,0
19776,0
78736,1
15635,0
74362,0
76012,0
79857,0
2305,0
26342,0
32070,0
25613,0
84897,0
46469,0
83128,0
42168,0
10669,1
69933,0
1575,1
46696,0
55556,0
80424,0
5583,0
3002,0
56126,0
76936,1
12570,0
2040,0
22940,0
63477,0
53305,0
61236,0
60085,0
18834,0
81330,0
5008,0
5178,0
11320,0
62015,0
48880,1
67749,0
5486,0
66152,0
30120,0
73029,0
72171,0
76395,0
64748,0
28361,0
46726,0
34209,0
31149,1
26674,0
76761,0
83117,0
21362,1
16149,0
83280,0
14553,0
55707,0
84180,0
41332,0
60717,0
38525,0
44589,0
71879,0
80260,0
80765,1
10980,0
15374,0
68743,0
1742,0
7780,0
69257,0
78997,0
14032,0
75216,0
77571,0
30746,1
56263,0
23772,0
1947,0
9040,1
84142,0
32219,0
17342,1
23055,0
85325,0
77018,0
25985,0
15975,0
57446,0
73867,1
46644,0
83473,0
52345,0
16775,0
66279,0
2163,0
84684,0
7362,0
48593,1
55077,0
70635,0
43407,1
62376,0
75836,0
20751,0
57959,0
88062,1
31358,0
66894,1
8617,0
70119,0
86720,0
68780,0
56854,1
17173,0
22723,1
16639,0
30132,1
65359,0
53402,0
33705,0
84819,0
48778,0
35636,0
5547,0
7023,0
63292,0
2892,0
16977,0
12086,0
62104,0
84750,0
33715,0
43322,0
38381,1
3187,0
27428,0
61770,0
41092,0
62349,1
38738,0
8794,0
25825,0
15659,0
66209,0
19671,0
76225,0
39091,0
4938,1
49051,0
35358,0
22063,0
30602,0
68339,0
65392,0
81662,0
61616,0
7892,0
15524,0
65437,0
48676,0
74693,0
47405,0
16287,0
81388,0
68640,0
30776,0
68227,1
43080,0
80526,0
60245,1
59348,0
876,1
21504,0
69277,1
47929,0
46066,0
88410,0
86205,0
70262,0
82324,0
45156,1
50938,1
69596,0
35474,0
11655,1
74324,0
63420,0
28844,1
26209,0
47436,0
66195,0
69904,0
75588,0
25782,1
26062,0
32473,0
65212,0
69966,0
6355,0
31644,1
1331,1
77614,0
36310,1
6925,0
20776,0
60131,0
27991,1
68993,0
30431,0
1254,1
19399,0
44510,0
27617,0
12830,0
6656,0
40178,0
9886,0
16640,0
37896,0
4574,0
53617,0
18193,0
8870,0
17970,0
38828,0
43771,0
39192,0
9318,1
74204,1
38288,0
43516,0
68061,0
48577,0
57178,0
10242,0
25924,0
71828,0
8935,0
87555,0
47226,0
85874,0
18532,0
18340,0
17863,0
16098,0
78436,0
38726,0
21620,0
15660,1
8915,0
32754,0
43831,1
53258,1
14104,0
21042,0
65586,0
51435,1
22905,1
11679,1
50076,1
78711,1
68534,0
25702,0
5479,0
52394,0
72062,0
46220,0
14083,0
80870,0
78880,0
4849,0
33743,1
60680,0
62669,0
38724,0
22158,0
75081,0
5104,0
72665,0
40118,0
88051,0
60954,0
30396,0
73347,1
28290,0
4917,0
58954,1
75544,0
16210,1
12942,1
36821,0
56960,0
31204,0
9786,1
37437,0
23282,0
86740,0
59603,0
78713,0
8139,0
21293,0
41177,0
48040,1
21946,0
58944,0
64611,0
60254,0
32265,0
29640,0
78834,0
73113,0
7314,0
61790,0
34682,0
81665,0
29772,0
56183,0
28369,0
21735,0
27132,0
81539,0
71406,0
27248,1
14359,0
19415,0
30532,0
31437,0
73292,0
15446,0
47878,0
57093,0
68586,0
66978,1
52749,0
43424,0
2390,0
4037,0
27796,0
35589,0
20947,0
38597,0
62048,0
24789,0
41387,0
7461,0
46155,0
